name,time,f,content,transmit,comment,praise,spiderTime
沿江检察,04月08日 09:24 转赞人数超过30,微博视频号,【,17,30,62,2022-04-09
中国警察网,04月08日 09:21 转赞人数超过30,微博视频号,#疫情当前 警察不退#,16,4,32,2022-04-09
云南发布,04月08日 09:21 转赞人数超过20,微博 weibo.com,#加强疫情防控 云南在行动#,14,评论,20,2022-04-09
沈阳晚报,04月08日 09:18 转赞人数超过10,OPPO Find X,【辽宁阜新解除封控区、管控区 有序恢复公共场所活动】据央视新闻   4月7日，辽宁阜新市新冠肺炎疫情防控指挥部发布《关于有序恢复公共场所经营活动的通告》：阜新市疫情防控工作取得了阶段性成果，全面实现病例清零，所有封控区、管控区已解除封控管理。为统筹经济发展和疫情防控工作，经市新冠肺炎疫 ​,13,1,13,2022-04-09
头条新闻,04月08日 09:18 转赞人数超过4800,微博发布平台专业版,【上海市纪委监委通报2起疫情防控不力典型问题，2人被免职】据廉洁上海微信公众号消息：1、上海机场集团下属虹桥公司消防急救保障部原党委副书记、总经理李水飞在疫情防控中不担当、不作为问题。李水飞在3月24日紧急转送一名机场委外单位新冠肺炎核酸检测阳性员工过程中，消极推诿、缺乏担当，导致转运 ​,131,566,5144,2022-04-09
四川职业技术学院,04月08日 09:14,四川职业技术学院超话,#川职·影视#,5,4,11,2022-04-09
,,,,,,,2022-04-09
-阿貘,04月08日 09:12 转赞人数超过200,谢可寅超话,,47,63,272,2022-04-09
新华社,04月08日 09:07 转赞人数超过2万,微博 weibo.com,【,314,740,18776,2022-04-09
中国新闻周刊,04月08日 09:04 转赞人数超过10,微博 weibo.com,【北京：4月6日在,4,4,8,2022-04-09
人民网海南视窗,04月08日 09:03,微博 weibo.com,#海南疫情防控#,转发,评论,1,2022-04-09
华尔街见闻APP,04月08日 09:03 转赞人数超过30,微博 weibo.com,【华尔街见闻早餐FM-Radio】①纳指惊险转涨，俄股市扭转两连阴，卢布盘中涨近7%，美元续创近两年新高，美天然气创2008年来新高，布油一度跌破100美元②孙春兰在沪调研指导疫情防控工作，要求增强紧迫感责任感，紧盯封控、流调、转运等重点环节③六部门：“十四五”严控炼油、磷铵、电石、黄磷等行业新 ​,14,5,32,2022-04-09
江西你好,04月08日 09:01 转赞人数超过80,微博视频号,#江西援吉医疗队为生命站岗#,240,13,32,2022-04-09
正义网,04月08日 08:53 转赞人数超过10,微博 weibo.com,【,17,3,5,2022-04-09
北京晚报,04月08日 08:50 转赞人数超过10,新版微博 weibo.com,【,3,4,17,2022-04-09
中新经纬,04月08日 08:46 转赞人数超过10,,【,9,15,30,2022-04-09
Magnum_V,04月08日 08:37 转赞人数超过20,长春超话,,1,7,36,2022-04-09
倾泠月,04月08日 08:35 转赞人数超过50,HUAWEI Mate 30 5G,这几天天气很好，天蓝得很漂亮～,转发,19,70,2022-04-09
霍小兵,04月08日 08:32 转赞人数超过60,霍爷在此超话,路透社记者：考虑到现在中国的疫情情况，中方是否在考虑批准外国疫苗在华使用？,27,32,77,2022-04-09
MO墨耳,04月08日 08:30 转赞人数超过20,竹财辉之助超话,,1,11,27,2022-04-09
海口日报,04月08日 08:29,新版微博 weibo.com,#海南防控新型冠状病毒#,转发,评论,1,2022-04-09
新闻晨报,04月08日 08:27 转赞人数超过200,微博 weibo.com,【上海市网信办：关于进一步查处网络圈群造谣行为的公告】当前我市疫情防控形势严峻复杂，守护人民生命健康、守护城市安全运行已经到了重要关头。上海市互联网信息办公室连日来接到许多市民反映，在社交媒体特别是微信圈群中，有人大肆制造、发布、传播有关我市新冠肺炎防控工作的谣言和不实信息，希望 ​,246,342,488,2022-04-09
光明日报,04月08日 08:23 转赞人数超过40,微博 weibo.com,#疫情阻击动态#,7,51,83,2022-04-09
河北日报,04月08日 08:15 转赞人数超过80,微博 weibo.com,【,6,45,96,2022-04-09
第一新闻,04月08日 08:12 转赞人数超过200,微博 weibo.com,【商洛商州区4月7日起取消堂食】4月7日商洛商州区发布紧急通告，日前商州区发现一名返商人员新冠肺炎核酸初筛阳性。为减少人员聚集，严防疫情传播扩散，商州区新冠肺炎疫情防控应急指挥部研究决定，从4月7日16时起，在全区范围内停止各类经营性宾馆饭店、餐厅、单位食堂堂食，所有夜市、KTV、美容院、 ​,20,100,269,2022-04-09
蔡文姬,04月08日 08:09 转赞人数超过100,搞笑超话,#等疫情结束后去趟成都吧#,120,1,120,2022-04-09
津云,04月08日 08:06 转赞人数超过10,微博 weibo.com,#江浙将为上海提供6万间隔离房#,1,5,14,2022-04-09
,,,,,,,2022-04-09
o尛茗銅學o,04月08日 08:06,Android,#沈阳疫情#,转发,33,30,2022-04-09
富平检察,04月08日 08:04,iPhone客户端,#两人刻意隐瞒行程被杭州警方立案调查#,5,9,8,2022-04-09
新荣零距离,04月08日 08:02,HUAWEI Mate 9,【山西号召全省广大退役军人和退役军人志愿服务队积极参与,1,评论,赞,2022-04-09
长三角铁路,04月08日 08:02,微博视频号,#上铁出行常识#,15,1,2,2022-04-09
财联社APP,04月08日 08:01,,【财联社4月8日早报（周五）】①美股小幅收涨，热门中概股多数下跌②外交部：中方对美众议长佩洛西拟率团窜访台湾提出严正交涉③特斯拉召回超12万辆Model 3④疫情之中房贷可以延期还吗？多家银...,2,4,14,2022-04-09
安徽人不知道的那点事儿,04月08日 08:01,微博视频号,#安徽高校N轮核酸进行中#,11,21,4,2022-04-09
大江晚报,04月08日 08:01,芜湖大江超话,【4月8日芜湖市报告新冠肺炎疫情情况】,1,4,2,2022-04-09
商界BUSINESS,04月08日 08:01,微博视频号,【超实用！,7,1,1,2022-04-09
湛泸剑,04月08日 08:00,,#哈尔滨疫情#,1,评论,5,2022-04-09
网易财经,04月08日 08:00,微博视频号,【,7,1,5,2022-04-09
株洲消防,04月08日 08:00,微博视频号,【,转发,评论,赞,2022-04-09
重庆晨报,04月08日 07:59,360安全浏览器,『重庆发生ing』早安，这座城的早晨都由一条微博和两条大江开启。重庆正在发生：1、重庆调整2022年上半年人事考试考生疫情防控要求；2、“渝畅行”APP电子发票功能即将上线；3、晨间天气丨中心城区多云，16℃左右。更多新闻请扫下方二维码，关注上游新闻客户端,转发,评论,赞,2022-04-09
中国经济网,04月08日 07:59,微博 weibo.com,#五大行回应受疫情影响不能按时还贷#,1,评论,1,2022-04-09
六国虹,04月08日 07:58 转赞人数超过10,六国论HarmonyOS设备,在2003年“非典”疫情蔓延期间，我正在上海出差，上海的朋友们并没有因为我是从疫情源地广东过去的而避见。,4,5,12,2022-04-09
冲浪男孩钻钻子,04月08日 07:58,搞笑超话,#等疫情结束后去趟成都吧#,144,评论,145,2022-04-09
广东政法,04月08日 07:58,,【广州白云通报2名封控区人员核酸阳性】广州市白云区新冠肺炎疫情防控指挥部4月7日晚通报：2022年4月6日，白云区在大源街封控区例行核酸检测中发现2例阳性检测者，均为4月2日报告省外来穗货车司机病例封控区的管控人员。有关情况通报如下：,4,评论,4,2022-04-09
北京头条,04月08日 07:54,,#北京疫情#,1,2,8,2022-04-09
云南法制报,04月08日 07:53,HUAWEI P30,【,转发,1,1,2022-04-09
燕赵都市报,04月08日 07:50,,【邢台,2,2,4,2022-04-09
云南网,04月08日 07:45,微博 weibo.com,#抗击疫情 云南在行动#,1,评论,赞,2022-04-09
,,,,,,,2022-04-09
地铁客流及运输研究阿牛,04月08日 07:44,HUAWEI Mate 40 Pro,【,转发,10,31,2022-04-09
北京广播,04月08日 07:42,iPhone客户端,#抗击新型肺炎北京在行动#,转发,评论,2,2022-04-09
河北公安网络发言人,04月08日 07:41,Android,【,转发,评论,赞,2022-04-09
浙江之声,04月08日 07:40,iPhone客户端,【温州平阳部分学校今天起开始有序复课】,转发,评论,赞,2022-04-09
澳大利亚SBS广播公司,04月08日 07:37,微博 weibo.com,【SBS早新闻（4月8日）大家早上好】俄罗斯被暂停联合国人权理事会成员资格；美国任命首位黑人女性最高法院法官；有建议呼吁成立皇家委员会审查新冠疫情处理；,转发,1,6,2022-04-09
富平检察,04月08日 07:37,iPhone客户端,【,1,4,4,2022-04-09
浙江之声,04月08日 07:37,iPhone客户端,【宁波象山最新通告：只进不出】,转发,评论,赞,2022-04-09
新浪浙江,04月08日 07:35,iPhone 11,【,2,3,7,2022-04-09
股市战将妖哥,04月08日 07:31,微博视频号,【,转发,评论,7,2022-04-09
京津冀之声FM1006,04月08日 07:31,HUAWEI Mate 40 Pro,【,转发,评论,1,2022-04-09
内蒙古晨报,04月08日 07:30,微博视频号,【,转发,评论,3,2022-04-09
云南省人民政府网,04月08日 07:30,微博 weibo.com,#云南疫情最新通报#,2,评论,1,2022-04-09
人民日报数字传播,04月08日 07:30 转赞人数超过10,新版微博 weibo.com,【感谢有你，“大白”】无数医护人员、志愿者……身着防护服，坚守疫情防控一线。风雨中的“大白”力量，是最动人的模样。,10,6,14,2022-04-09
吖来份海蛎煎,04月08日 07:29 转赞人数超过100,吖来份海蛎煎超话,#宠物不该沦为疫情的牺牲品#,4,18,164,2022-04-09
中新浙里,04月08日 07:24,HUAWEI Mate 30 Pro,【,2,3,12,2022-04-09
生活日报,04月08日 07:22,微博 weibo.com,【再次降级！,转发,评论,2,2022-04-09
浙样红TV,04月08日 07:21,HUAWEI P30 Pro,【杭州关闭部分高速公路收费站出口】为全力做好杭州市新型冠状病毒感染的肺炎疫情防控工作，依据《中华人民共和国传染病防治法》《中华人民共和国突发事件应对法》的有关规定，经研究决定从,1,评论,3,2022-04-09
浙江日报,04月08日 07:17,微博 weibo.com,【宁波鄞州区新增1例新冠病毒肺炎确诊病例，“三区”范围划定】宁波市鄞州区新型冠状病毒感染的肺炎疫情防控工作领导小组办公室通报，2022年4月8日凌晨，鄞州区报告1例新冠病毒肺炎确诊病例。该病例目前居住于鄞州区东胜街道东郊路80弄，14天内无市外旅居史。目前，该病例已闭环转运至定点医院隔离治疗 ​,2,1,3,2022-04-09
天津市人民检察院,04月08日 07:14,,#防控疫情 天津在行动#,转发,7,9,2022-04-09
沿江检察,04月08日 07:14,微博视频号,【当心！骗子蹭“流调”电话,6,5,16,2022-04-09
,,,,,,,2022-04-09
8099999,04月08日 07:13,iPhone XS,#加强疫情防控 云南在行动#,转发,评论,赞,2022-04-09
天津市人民检察院,04月08日 07:12,,#防控疫情 天津在行动#,转发,6,6,2022-04-09
桃小枝枝枝,04月08日 07:11,iPhone 12 Pro Max,#宁波疫情#,1,17,11,2022-04-09
语文阅刊,04月08日 07:09,微博视频号,【辛苦了！,转发,评论,8,2022-04-09
生活日报,04月08日 07:08,微博 weibo.com,#4月7日山东新冠肺炎疫情情况#,转发,评论,1,2022-04-09
菏泽市人民检察院,04月08日 07:07,微博视频号,#菏检播报#,18,43,75,2022-04-09
湛泸剑,04月08日 07:04,,#济南疫情#,转发,2,3,2022-04-09
醉合肥,04月08日 07:04,,#合肥疫情#,转发,评论,1,2022-04-09
河北新闻网,04月08日 07:04,,【,5,1,22,2022-04-09
徐州同城会,04月08日 06:59,Redmi K20 Pro 尊享版,云龙区关于开展重点区域重点人群核酸检测的通告,2,4,6,2022-04-09
我觉得黄小球很棒,04月08日 06:57 转赞人数超过10,365日碎片超话,𝟰.𝟳,转发,14,13,2022-04-09
延边发布,04月08日 06:55,微博 weibo.com,【延边州关于新型冠状病毒肺炎疫情的通报】4月7日0-24时，延边州无新增本地确诊病例；无新增无症状感染者。解除医学隔离无症状感染者3例。自3月1日以来，累计报告确诊病例117例（轻型107例、普通型8例、重型1例、危重型1例）、无症状感染者80例。累计治愈出院确诊病例109例、解除医学隔离无症状感染者7 ​,1,评论,2,2022-04-09
深圳小天,04月08日 06:50 转赞人数超过600,深圳小天超话,疫情，爆发，缺……缺屠夫……好眼熟,31,121,970,2022-04-09
天水事儿,04月08日 06:50,微博 weibo.com,【,27,评论,23,2022-04-09
小李哥在英国,04月08日 06:39,iPhone客户端,Omicron的两个变种亚株造成英国1月和3月的感染高峰,转发,评论,2,2022-04-09
安徽商报,04月08日 06:36,HarmonyOS设备,【关于蜀山区小庙镇西城梅苑工地发生疫情追究相关人员责任的通报】经公安机关调查，4月6日筛查发现的蜀山区小庙镇无症状感染者舒某某，其工作地西城梅苑安置点工地承建方中国建筑第六工程局有限公司执行经理陆某未严格履行疫情防控主体责任；施工劳务单位涡阳县恒泰水利建设工程有限公司负责人王某某违 ​,转发,1,1,2022-04-09
北京青年报,04月08日 06:33 转赞人数超过100,微博 weibo.com,【,9,90,162,2022-04-09
合肥月老蜀黍,04月08日 06:31 转赞人数超过10,征婚交友超话,#互动问题#,3,55,40,2022-04-09
杭州圈,04月08日 06:03,杭州圈超话,,1,1,2,2022-04-09
痴嗔本真_JensenAckles重症患者,04月08日 05:39 转赞人数超过300,HUAWEI P40 Pro 5G,O,364,39,104,2022-04-09
,,,,,,,2022-04-09
苏州公安,04月08日 05:36 转赞人数超过10,微博视频号,#苏州战疫#,3,评论,14,2022-04-09
Uchiha·itachi·,04月08日 05:21 转赞人数超过20,OPPO A96 5G,#宠物不该沦为疫情的牺牲品#,1,33,55,2022-04-09
嘉兴咖啡爸爸,04月08日 05:00,微博 weibo.com,#嘉兴身边事#,6,6,4,2022-04-09
锦州三合君,04月08日 01:38 转赞人数超过10,锦州身边事超话,#锦州爆料#,6,30,30,2022-04-09
风的节奏吹,04月07日 23:46,,#上海疫情#,1,10,13,2022-04-09
上海流浪天使救助行动,04月07日 23:30,微博视频号,#居委会回应柯基被拖路边处理#,2,1,8,2022-04-09
北京青年报,04月07日 23:06 转赞人数超过400,微博 weibo.com,【北京海淀新增2名新冠感染者,39,141,263,2022-04-09
张允晨,04月07日 23:01 转赞人数超过3万,微博视频号,#假如疫情明天结束了#,4160,2151,25358,2022-04-09
魔力山竹唛哩唛哩轰,04月07日 22:42,kigurumi超话,,转发,10,13,2022-04-09
添喜lucklily,04月07日 22:42,杭州新闻超话,疫情无情人有情，来了杭州就是杭州人！钱塘城管白杨执法队为在停车场进行防疫检查的各地货运司机免费送上爱心翕饭实在是太感人了！,转发,评论,6,2022-04-09
汕头楼事,04月07日 22:38,iPhone客户端,#疫情结束来趟汕头吧#,转发,1,7,2022-04-09
emilie小雪,04月07日 22:37 转赞人数超过200,iPhone 12 Pro Max,2月末做的最明智的两个决定：,5,69,241,2022-04-09
铜陵城事,04月07日 22:34,铜陵超话,【关于铜陵解除部分区域封控管控措施的通告】,转发,评论,154,2022-04-09
xiao可爱-胖丁aNd唐唐,04月07日 22:30,柯基超话,#宠物不该沦为疫情的牺牲品#,转发,评论,9,2022-04-09
付亮的竞争情报应用,04月07日 22:19 转赞人数超过10,流程审计超话,上海、长春这次奥密克戎疫情为什么这么凶？为什么江苏、浙江、广州、哈尔滨几次出现疫情，都很快就灭掉了，大连、泉州疫情也没形成规模。你会发现有一个共同点？,6,7,26,2022-04-09
Carrrlotta,04月07日 22:13,微博视频号,LIFE HOUSE 01 | 我在上海的出租屋,转发,评论,1,2022-04-09
新华社,04月07日 22:09 转赞人数超过300,微博 weibo.com,【,28,114,635,2022-04-09
新浪福建,04月07日 22:05 转赞人数超过2万;,04月07日 18:35,【,538,1780,18630,2022-04-09
厦门广电,04月07日 22:04 转赞人数超过800,微博视频号,【全力守“沪” 厦门来了！,58,90,1383,2022-04-09
金小群_婚姻律师,04月07日 21:45,能断金刚智慧共修超话,,转发,2,5,2022-04-09
,,,,,,,2022-04-09
